#OTU ID	S_1	S_10	S_100	S_101	S_102	S_103	S_104	S_105	S_106	S_109	S_11	S_110	S_111	S_112	S_113	S_114	S_115	S_116	S_117	S_118	S_119	S_12	S_120	S_122	S_123	S_124	S_125	S_126	S_127	S_128	S_129	S_13	S_130	S_131	S_134	S_135	S_136	S_137	S_138	S_139	S_14	S_140	S_141	S_142	S_143	S_144	S_145	S_146	S_147	S_148	S_149	S_15	S_150	S_151	S_152	S_153	S_154	S_155	S_156	S_157	S_158	S_159	S_16	S_160	S_161	S_162	S_163	S_164	S_165	S_166	S_167	S_168	S_169	S_17	S_170	S_171	S_172	S_173	S_174	S_175	S_176	S_177	S_179	S_18	S_180	S_181	S_182	S_183	S_184	S_185	S_186	S_187	S_188	S_189	S_19	S_190	S_191	S_192	S_193	S_194	S_195	S_196	S_198	S_199	S_2	S_20	S_200	S_202	S_204	S_205	S_206	S_207	S_208	S_209	S_21	S_211	S_212	S_213	S_214	S_215	S_216	S_217	S_218	S_219	S_22	S_220	S_221	S_222	S_223	S_224	S_225	S_226	S_227	S_228	S_23	S_230	S_231	S_232	S_233	S_234	S_235	S_236	S_237	S_238	S_239	S_24	S_240	S_241	S_242	S_243	S_244	S_245	S_246	S_247	S_248	S_249	S_250	S_251	S_252	S_253	S_254	S_256	S_257	S_258	S_259	S_26	S_260	S_261	S_262	S_263	S_264	S_265	S_266	S_267	S_268	S_269	S_27	S_270	S_271	S_272	S_273	S_274	S_275	S_276	S_277	S_278	S_279	S_28	S_281	S_282	S_283	S_284	S_286	S_287	S_288	S_29	S_290	S_291	S_292	S_294	S_296	S_299	S_3	S_300	S_302	S_305	S_306	S_307	S_308	S_309	S_31	S_310	S_311	S_312	S_313	S_314	S_315	S_316	S_317	S_318	S_319	S_32	S_321	S_322	S_323	S_325	S_327	S_328	S_329	S_33	S_331	S_333	S_334	S_335	S_336	S_338	S_339	S_34	S_340	S_341	S_342	S_343	S_344	S_346	S_347	S_348	S_35	S_350	S_351	S_352	S_353	S_354	S_355	S_356	S_357	S_358	S_359	S_36	S_361	S_362	S_363	S_364	S_365	S_368	S_369	S_37	S_372	S_373	S_374	S_375	S_377	S_378	S_379	S_38	S_380	S_381	S_382	S_383	S_384	S_385	S_386_2	S_387	S_388	S_389	S_39	S_390	S_391	S_392	S_393	S_394	S_395	S_396	S_397	S_398	S_399	S_4	S_40	S_400	S_401	S_402	S_403	S_404	S_405	S_406	S_407	S_409	S_41	S_410	S_411	S_412	S_413	S_414	S_415	S_417	S_418	S_419	S_42	S_420	S_421	S_422	S_424	S_425	S_428	S_429	S_43	S_430	S_431	S_432	S_433	S_434	S_435	S_436	S_437	S_438	S_44	S_440	S_441	S_442	S_443	S_444	S_446	S_447	S_448	S_449	S_450	S_451	S_452	S_453	S_455	S_457	S_458	S_459	S_46	S_460	S_461	S_462	S_463	S_465	S_466	S_467	S_468	S_469	S_470	S_471	S_473	S_474	S_475	S_476	S_477	S_478	S_479	S_48	S_480	S_481	S_482	S_483	S_485	S_486	S_487	S_488	S_489	S_49	S_490	S_491	S_492	S_493	S_494	S_495	S_496	S_497	S_498	S_5	S_50	S_501	S_502	S_504	S_505	S_506	S_507	S_508	S_509	S_51	S_510	S_511	S_512	S_514	S_515	S_516	S_517	S_518	S_519	S_52	S_520	S_521	S_522	S_523	S_524	S_525	S_526	S_527	S_528	S_529	S_530	S_531	S_533	S_534	S_535	S_536	S_537	S_538	S_539	S_54	S_540	S_541	S_542	S_543	S_544	S_545	S_547	S_548	S_549	S_55	S_550	S_551	S_552	S_553	S_554	S_555	S_556	S_557	S_558	S_56	S_560	S_57	S_58	S_59	S_6	S_60	S_61	S_62	S_63	S_64	S_65	S_66	S_67	S_68	S_69	S_7	S_70	S_71	S_72	S_73	S_74	S_75	S_76	S_77	S_78	S_79	S_8	S_80	S_81	S_82	S_83	S_84	S_85	S_86	S_87	S_88	S_89	S_9	S_90	S_91	S_92	S_93	S_94	S_95	S_96	S_97	S_98	S_99	taxonomy
ASV_110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.082539683	0.082539683	0	0	0	0	0	0	0	0	0	0.081746032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;sanfranciscensis;ASV_110
ASV_111	0	0	0	0	0	0	0	0	0	0	0.227777778	0	0	0	0	0	0	0	0	0	0	0.037301587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003174603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Komagataeibacter;maltaceti;ASV_111
ASV_112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06031746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046031746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;koreensis;ASV_112
ASV_113	0	0.012698413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000793651	0	0.001587302	0	0	0	0.006349206	0.006349206	0	0	0	0	0	0	0	0	0.003174603	0	0	0.000793651	0	0.007936508	0	0	0	0.003174603	0	0	0.007936508	0	0	0	0	0.003174603	0	0	0	0	0	0	0	0	0	0	0.005555556	0	0	0.003174603	0	0.006349206	0.003968254	0	0	0.000793651	0.001587302	0	0	0	0	0	0	0	0	0	0.006349206	0	0.00952381	0	0	0	0	0	0	0	0	0	0.005555556	0	0	0	0	0	0	0	0	0	0.000793651	0	0	0.003174603	0	0.003174603	0	0	0	0	0	0	0	0	0.003174603	0	0	0.007936508	0	0	0	0.007936508	0	0	0	0.001587302	0	0	0.003174603	0	0	0	0	0	0	0	0	0	0	0	0.003968254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006349206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002380952	0	0	0.004761905	0	0.001587302	0.006349206	0.001587302	0	0	0	0	0	0	0	0.003174603	0	0.006349206	0	0	0.003174603	0	0	0	0	0	0	0	0.012698413	0	0.001587302	0	0	0.005555556	0	0	0	0	0.007936508	0	0	0	0.004761905	0	0.003174603	0	0	0	0.004761905	0.002380952	0	0.000793651	0	0	0	0	0	0	0.004761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006349206	0.015079365	0	0.002380952	0	0	0	0	0.007142857	0.00952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001587302	0.001587302	0	0	0	0	0	0	0.001587302	0	0	0	0	0	0	0.002380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002380952	0	0	0	0.003174603	0	0	0	0	0	0	0	0	0	0	0.005555556	0	0	0	0	0	0	0	0	0.005555556	0	0	0	0	0	0.007142857	0	0.003174603	0	0	0	0	0	0	0	0	0	0	0	0.001587302	0	0	0	0	0	0	0	0	0.002380952	0	0	0	0.005555556	0	0	0	0.003968254	0	0.003174603	0	0	0	0	0.002380952	0	0	0	0	0	0	0.000793651	0	0	0.002380952	0	0	0	0	0	0.002380952	0	0.007936508	0	0	0	0.011111111	0	0	0	0	0	0	0.002380952	0	0	0	0.003174603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011111111	0	0	0	0	0	0.000793651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006349206	0	0	0	0	0	0.000793651	0	0.002380952	0	0	0	0	0	0	0	0	0	0	0.002380952	0	0.000793651	0	0	0.003174603	0	0.005555556	0	0	0	0.006349206	0	0.002380952	0.001587302	0	0	0	0	0	0.007142857	0	0.006349206	0.007936508	0	0	0	0	0	0.000793651	0.007142857	0.006349206	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Curtobacterium;ASV_113;ASV_113
ASV_115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.065873016	0	0	0	0	0	0	0	0	0.080952381	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;kefiri;ASV_115
ASV_119	0	0	0	0	0	0	0.012698413	0	0	0	0	0	0	0	0	0	0	0	0.007142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.130952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000793651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002380952	0	0	0	0	0	0	0	0	0	0	0.001587302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002380952	0	0	0	0	0	0	0.001587302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003174603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003174603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003968254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.063492063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Weissella;confusa;ASV_119
ASV_12	0	0	0	0	0.318253968	0.292857143	0	0	0	0	0.321428571	0	0	0	0	0	0	0	0	0	0	0.035714286	0	0	0	0	0.795238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105555556	0	0	0	0	0.005555556	0	0	0	0	0.267460317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01984127	0	0	0	0	0	0.270634921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.414285714	0	0	0	0	0	0.424603175	0	0	0	0	0	0	0	0	0.282539683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.191269841	0.007142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.473015873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047619048	0	0	0	0.004761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113492063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33015873	0	0	0	0	0	0	0	0	0	0	0	0	0.347619048	0.193650794	0	0	0	0	0	0	0.016666667	0	0	0	0	0	0	0	0.003968254	0	0	0	0	0	0	0	0	0.249206349	0	0	0	0	0	0	0.013492063	0	0	0	0	0	0	0	0	0	0	0	0	0.003174603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032539683	0	0	0	0	0	0.342063492	0	0.015873016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.198412698	0	0	0.047619048	0	0	0	0	0	0	0.170634921	0.403968254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.691269841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43968254	0	0	0	0	0	0.013492063	0	0	0.455555556	0	0	0	0	0	0	0	0.00952381	0	0	0	0.00952381	0	0	0	0	0	0	0	0	0.015873016	0	0	0	0	0	0	0	0	0.373809524	0	0.00952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;pasteurianus;ASV_12
ASV_120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041269841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142857143	0	0	0	0	0	0	0	0	0	0.118253968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.094444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;ASV_120;ASV_120
ASV_121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.376190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;malorum;ASV_121
ASV_123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.314285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006349206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;malorum;ASV_123
